"Name of Agency","Address","Phone","Fax","Email","Region","City","State","Contact Person","TYPE"
"M/S. KANNAN TOURS & TRAVELS","""600, Anna Salai""","""044 - 2827 9712, 044 - 2820 2146""","NA","ktetes@md4.vsnl.net.in","South","CHENNAI","Tamilnadu","MR. N . KANNAN","Inbound Tour Operator"
"M/S. DESIGNER HOLIDAYS","""Duplex Flat C. Garthapuri Apts., 13th Avenue,,Harrington Road, Chetput (Branch Office)""","""044 - 2836 3609, 044 - 4213 7907""","044 - 2836 5319","designer@eth.net","South","CHENNAI","Tamilnadu","MR. SAVIN WARDEN","Inbound Tour Operator"
"M/S SOUTHERN TRAVELS PVT.LTD","""Hotel Howrah Basement, (Opp. Central Railway,Station), 17, Poonamallee High Road""","""044-2538 5253, 044-2536 4864""","044-2538 6833","chennai@southerntravels.in","South","CHENNAI","Tamilnadu","MR.N. MANOHAR","Inbound Tour Operator"
"M/S SURYA TRAVELS","""F-14, Phase - 1, Ist Floor ,Spencer Plaza,769, Anna Salai""","""044-2849 3934, 044-2849 4011""","044-2849 0385","suryatravels@vsnl.com","South","CHENNAI","Tamilnadu","MR. SOLOMON RAJAKUMAR","Inbound Tour Operator"
"M/S SWAGATAM TOURS PRIVATE LIMITED","""1-B Ceebros Centre,45, Montieth Road, Egmore (Branch Office)""","""044 - 2841 3180, 080 - 2855 3670""","044 - 2855 4291","swagatam.maa@vsnl.com","South","CHENNAI","Tamilnadu","SHRI VASANTH PRABHU","Inbound Tour Operator"
"M/S LE PASSAGE TO INDIA TOURS & TRAVELS PVT. LTD.","""59 / 29, Vijaya Radhava Road,T. Nagar""","""044-30909000""","044-30909001","krishnan@lepassagetoindia.net","South","CHENNAI","Tamilnadu","Mr. Manish Goel","Inbound Tour Operator"
"M/S. DRAVIDIAN TRAILS HOLIDAYS PVT LTD.","""1st Floor Mynakam Arcade, opp. Oxford Business ,Centre Sreekandath Road, Ravipuram""","""0484 - 4060601, 0484 - 4060602""","0484 - 4060607","info2dravidiantrails.in","South","COCHIN","kerala","MR.Swaminathan Sitaraman","Inbound Tour Operator"
"M/S. COSIMA TRAVEL & TRADE LINKS PVT LTD.","""2nd Floor, Penta Square,,M.G.Road""","""0484 - 2381 722, 0484 - 2367 390""","0484 - 2370 749","sebastian@cosimaholidaysindia.","South","Cochin","kerala","MR. KUNJUMON SEBASTIAN","Inbound Tour Operator"
"M/S. AERO WISE TRAVEL & FOREX PVT. LTD.","""#2, Naser Arcade, Beside RBI,Saifabad Road""","""040 - 6666 0990, 040 - 6678 5885""","040 - 2324 1247","aerowiseforex@yahoo.com","South","HYDERABAD","Andhra Pradesh","MR. KHAJA HAMEEDUDDIN","Inbound Tour Operator"
"M/S SOUTHERN TRAVELS.PVT.COM.","""7 & 8, Mustaja Towers, Near Hotel Ayodhya,Lakdi - ka - Pul, (Branch Office)""","""040-23307658, 040-23307933""","040-23328993","southhyd@hd1.vsnl.net.in","South","HYDERABAD","Andhra Pradesh","MR.A VENKATESHWARA RAO","Inbound Tour Operator"
"M/S. SAROMA HOLIDAYS ( A UNIT OF SAROMA HOTELS & RESORTS PVT. LTD.)","""Saroma House, Calicut Road, P.O. Panoor,,Kannur Dist. Kerala""","""0490 - 2311 222, 0490 - 2316 244""","0490 - 2311 222","saroma@saromaholidays.com","South","KANNUR","kerala","MR. PRADEEP KUMAR NAMBIAR","Inbound Tour Operator"
"M/S. HMGT TRAVELS INDIA PVT. LTD.","""31/989 J, Iind Floor, Kanakkanatt Estate,Subhash, Chandra Bose Road, Chettichira, Kadavanthara""","""0484 - 2315 050, 0484 - 2316 060""","0484 - 2315 050","kerala@helpmego.to","South","KOCHI","kerala","MR. SHOLTO THEJAL JOSHY","Inbound Tour Operator"
"M/S. WORLDVIEWER DOT COM (INDIA) PVT. LTD.","""Manorama Junction, Cochin""","""0484 - 4010 407, 0484 - 2314 476""","NA","info@kerala.com","South","KOCHI","kerala","MR. SIBY GEORGE","Inbound Tour Operator"
"M/S. GREEN GLOBE TOURISM PVT. LTD.","""(The Destination Managemenr Company),34/135 F, 2nd Floor,Eco-Links N - H By Pass, Edappally,""","""0484 - 2807 050, 0484 - 2807 270""","0484 - 2807 260","mail@greenglobetourism.com","South","KOCHI","kerala","MR. SONY J PAUL","Inbound Tour Operator"
"M/S. MARVEL TOURS PVT. LTD.","""Door No. 36/567G, Ananthapuri, P.F. Road,Kaloor, Kochi""","""0484 - 2336 998, 0484 - 2335 444""","0484 - 2343 474","cochin@marveltour.net","South","KOCHI","kerala","MR. SOJOE JOSE","Inbound Tour Operator"
"M/S. INDOWORLD TOURS & TRAVELS","""39/4155, Heera House, Ravipuram,M.G.Road, Cochin""","""0484 - 2370 127""","0484 - 2354 120","mail@indoworldtours.com","South","KOCHI","kerala","MR. RAMESH P.K","Inbound Tour Operator"
"M/S. CHANAKYA GROUP TRAVELS","""F-116/112, Pioneer Towers,Marine Drive, Cochin""","""0484 - 2362 061, 0484 - 4025 743""","0484 - 2370 944","cgtcok@gmail.com","South","KOCHI","kerala","MS. SMITA KRISHNAN","Inbound Tour Operator"
"M/S. BANYAN TOURS AND TRAVELS PVT. LTD.","""Saniya Plaza, 4th Floor, Mahakavi Bharathiyar Road,Near KSRTC Bus Stand, Cochin""","""0484 - 2373 115, 0484 - 2373 140""","0484 - 2373 116","kerala@banyantours.com","South","KOCHI","kerala","MR. HAMSHYD R SETHNA","Inbound Tour Operator"
"M/S. NEW ALLIED TOURS & TRAVELS ( A UNIT OF COCHIN TOURS & TRAVELS PVT. LTD.","""28/711, K.P. Vallon Road, Kadavanthra""","""0484 - 2316 685, 0484 - 3018 081""","0484 - 2316 692","info@newalliedtour.net","South","KOCHI","kerala","MR. K. N. SHASTRY","Inbound Tour Operator"
"M/S PIONEER PERSONALIZED HOLIDAYS PVT.LTD.","""Pioneer House', 5th Cross Road,Willingdon Island""","""0484-2666 148, 0484-2666 393""","0484-2668 490","pioneer@pner.com","South","KOCHI","kerala","MR. P.D. JOSEPH","Inbound Tour Operator"
"M/S. SPICELAND HOLIDAYS AND ENTERTAINMENTS PVT. LTD.","""Suite 4, Saniya Plaza, Rajaji Road,Cochin""","""0484 - 4842 369""","0484 - 2369 712","info@spicelandholidays.com","South","KOCHI","kerala","MR. RIYAZ U C","Inbound Tour Operator"
"M/S SOUTH TOURISM","""No. G 255, Panampilly Nagar""","""0484 - 2323 156""","0484 - 2322 708","kerala@southtourism.in","South","KOCHI","kerala","MR. PANDIAN","Inbound Tour Operator"
"M/S. TRAIL BLAZER TOURS INDIA PVT. LTD.","""!st Floor, Mattammal Building, M.G. Road,Ravipuram""","""0484 - 4029 910""","0484 - 2373 514","tbicochin@tbi.co.in","South","KOCHI","kerala","MR. HOMA MISTRY","Inbound Tour Operator"
"M/S ASPINWALL & CO. LTD.","""Tourism Division,Edappally, Kochi, Kerala""","""0484-2345 690, 0484-2342 000""","0484-2343 400","tours@aspinwall.in","South","KOCHI","kerala","MR. RAGHAVAN Y","Inbound Tour Operator"
"M/S THE GREAT INDIA TOUR COMPANY PVT. LTD","""Door No. 27/543-B, Panampilly Avenue,Ernakulam""","""0484-2317001, 0484-2317003""","0484-2317017","cochin@@gitctour.com","South","KOCHI","kerala","MR. E.M. NAJEEB","Inbound Tour Operator"
"M/S CONCORD EXOTIC VOYAGES (INDIA) PVT. LTD","""G-293, Panampilly Avenue,, Panampilly Nagar""","""0484-2318 003, 0484-2318 002""","0484-2318 004","kochi@concordtours.in","South","KOCHI","kerala","MR. JAMES KODIANTHARA","Inbound Tour Operator"
"M/S SOUTH TOURISM","""16/9, Kamarajar Nagar, 4th Street, Tallakulam""","""0452 - 2325 821""","NA","madurai@southtourism.in","South","MADURAI","Tamilnadu","MR. PANDIAN","Inbound Tour Operator"
"M/S SURYA TOURS & TRAVELS","""96/56 West Perumal Maistry Street""","""0452 - 4373 158, 0452 - 3025 671""","0452 - 2349 669","maduraitoursimgovt@gmail.com","South","MADURAI","Tamilnadu","MR.K.SURYA","Inbound Tour Operator"
"M/S SKYWAY INTERNATIONAL TRAVELS","""(Unit of Vagjiani Travel Co. Pvt. Ltd.), 370/4,J.L.B. Road, Mysore (BO)""","""0821 - 2444 444, 0821 - 2426 222""","0821 - 2426 000","skyway@vsnl.com","South","MYSORE","Karnataka","MR. S. MAHALINGAIAH","Inbound Tour Operator"
"M/S AKSHAYA INDIA TOURS & TRAVELS (P) LTD.","""A-1/3, Kushkumar Road,,Nungambakkam (Head Office)""","""044-4411 7575""","044- 4411585","info@akshayaindia.com","South","NUNGAMBAKKAM","Tamilnadu","MR. A VAIDYANATHAN","Inbound Tour Operator"
"M/S SRI SWARNAMBIGAI (ALL INDIA TRAVEL COMPANY)","""124/1, Town Railway Station Road""","""0427-2450 622, 0427-2450 633""","0427-2450644","ssaitc@hotmail.com","South","SALEM","Tamilnadu","MR.S CHANDRASEKAR","Inbound Tour Operator"
"M/S THE GREAT INDIA TOUR COMPANY PVT. LTD","""1st Floor, New Corporation Bldg,Palayaam""","""0471-2334 512, 0471-2338 451""","0471-2330 579","trivandrum@gitctour.com","South","THIRUVANANTHAPURAM","kerala","MR. E.M. NAJEEB","Inbound Tour Operator"
"M/S THE TRAVEL PLANNERS","""New Gardens, T.C. 36/1866 (1), Enchakkal,Vallakadavu, P.O, Thiruvananthpuram""","""0471-2508 951, 0471-3213 994""","0471-2508 950","travelplan@asianetindia.com","South","THIRUVANANTHAPURAM","kerala","MR. ANISH KUMAR P. K.","Inbound Tour Operator"
"M/S CHALUKYA GRACE TOURS PVT. LTD.","""Tower House', Convent Road""","""0471-2470 660""","0471-4015 181","chalukyagrace@gmail.com","South","THIRUVANANTHAPURAM","kerala","MR. V SREEKUMARA MENON","Inbound Tour Operator"
"M/S. ITP TOURISM MANAGERS PVT. LTD.","""C - 22, Sankar Lane, Sasthamangalam, P.O,Thiruvananthapuram""","""0471 - 2720 260""","0471 - 2720 261","info@indiantourplanners.com","South","THIRUVANANTHAPURAM","kerala","MR. VINOD C.S","Inbound Tour Operator"
"M/S. OVERSEAS AIR TRAVEL & TOURS OPERATORS","""Rukhiya Buildings, Opp. Government Press,Statute, Trivandrum""","""0471 - 2330 015, 0471 - 2330 075""","0471 - 2330 079","info@overseasairtravel.com","South","THIRUVANANTHAPURAM","kerala","MR. PARIJATHAN . M","Inbound Tour Operator"
"M/S. VACATION INDIA","""'Vacation House', Plamood Junction, Pattom Palace,P.O., Thiruvananthapuram""","""0471 - 2313 485, 0471 - 2312 028""","0471 - 2314 561","vacation@asianetindia.com","South","THIRUVANANTHAPURAM","kerala","MR. BENNY THOMAS","Inbound Tour Operator"
"M/S. KERALA GREENERY","""A -1, Ground Floor, Apoos Serene, Tutors Lane,Statue, Trivandrum""","""0471 - 257 3011, 0471 - 257 3012""","0471 - 257 3013","kg@kgindia.in","South","THIRUVANANTHAPURAM","kerala","MR. SUBHASH GHOSH","Inbound Tour Operator"
"M/S. INDIAN PANORAMA","""No. 5, Annai Avenue, Kollidakkarai,Vasanth Nagar""","""0431 - 4226 122, 0431 - 2435 219""","0431 - 2432 874","sindhu@indianpanorama.org","South","TRICHY","Tamilnadu","MR. PANDIAN K","Inbound Tour Operator"
"M/S SOUTH TOURISM","""No. 4, Annai Avenue, Vasanth Nagar Extn.,Kollidakkarai Srirangam (HO)""","""0431-4226 100""","0431-2432 874","tours@southtourism.in","South","TRICHY","Tamilnadu","MR. K. PANDIAN","Inbound Tour Operator"
"M/S SOUTHERN TRAVELS PVT.LTD","""No.10,Swarnalok Complex(Branch Office), Near Apsara Theatre Eluru Road ,Governorpet""","""0866-2572227, 0866-2576624""","0866-2572227","stplvja@sancharnet.in","South","VIJAYWADA","Andhra Pradesh","MR.A.VENKATESHWARA RAO","Inbound Tour Operator"
"M/S SOUTHERN TRAVELS PVT.LTD","""A - 5, Pavan Place (Ground Floor),Opp.T.S.R Complex, Dwarkanagar""","""0891-2745565""","0891-505551","southernvizag@eth.net","South","VISAKHAPATNAM","Andhra Pradesh","MR.A.VENKATESHWARA ROA","Inbound Tour Operator"
"M/S. ACE TOURS WORLDWIDE PVT. LTD.","""308, Samir Complex, C. G. Road, Navrang Pura,Ahmedabad (Branch Office)""","""NA""","NA","info@acetoursindia.com","West","AHMEDABAD","Gujarat","MR. RAJU CHOKSI","Inbound Tour Operator"
"M/S. J.N.RAO TRAVEL CONSULTANCY SERVICES PVT. LTD.","""102-103, Abhiraj Complex, 68/B, Swastik Society,,Nr. Arodrape Showroom, Off.C.G.Rd,Navrangpura""","""079 - 2640 2875, 079 - 2640 2877""","079 - 2642 3150","jnraotcs@eth.net","West","AHMEDABAD","Gujarat","MR. UTTEJ RAO","Inbound Tour Operator"
"M/S ODYSSEY TOURS & TRAVELS PVT.LTD.","""2/286,Boa Vaigem Road .,Naikavadoo Calangute""","""0832-227 7720, 0832-277 6941""","0832-277 124","res@odyssey.co.in","West","CALANGUTE","Goa","MR. HANS TUINMAN","Inbound Tour Operator"
"M/S. THOMAS COOK (INDIA) LTD","""Alcon Chamber, Dayanand Bandodkar Road,Panaji""","""0832- 6639 148""","NA","holidays@thomascook.co.in","West","Goa","Goa","MR. MADHAVAN MENON","Inbound Tour Operator"
"M/S. INDIAN EXCURSION","""S - 4, Iind Floor, Jain Towers, Russel Chowk,Jabalpur""","""0761 - 4004 837""","0761-4004 837","info@travelcentralindia.com","West","JABALPUR","Madhya Pradesh","MR. VISHAL BHASIN","Inbound Tour Operator"
"M/S. KHAJURAHO TOURS","""Khajuraho Bamitha Road,Khajuraho""","""07686 - 272 343, 07686 - 274 207""","07686 - 272 287","khajuraho.tours@gmail.com","West","KHAJURAHO","Madhya Pradesh","MR. B. S. LAWANIA","Inbound Tour Operator"
"M/S. SALTOURS INTERNATIONAL PVT. LTD.","""Gundecha Onclave, 1B1 - 1st Floor, 'B' Wing, ,Kherani Road, Sakinaka, Andheri (East)""","""022 - 2851 3000""","022 - 6675 5999","info@saltours-india.com","West","MUMBAI","Maharastra","MR. K.V.SUNIL KUMAR","Inbound Tour Operator"
"M/S. TAMARIND TOURS PVT. LTD.","""101, Sharyans Centre, 3 Guru Nanak Road,,Bandra West (Head Office)""","""022 - 6680 2500""","022 - 6710 2876","tours@tamarindtours.in","West","MUMBAI","Maharastra","MR. LOUIS D'SOUZA","Inbound Tour Operator"
"M/S ASIAD HOLIDAYS (P) LTD.","""3, Jerome Villa, Makarand Ghanekar Marg,Vile Parle (E)""","""022-2611 5281, 022-2618 3404""","022-2611 2375","asiad@vsnl.com","West","MUMBAI","Maharastra","MR. I.B.DANIEL","Inbound Tour Operator"
"M/S SWAGATAM TOURS PRIVATE LIMITED","""1-B,Nita Appartments,33-A,Juhu Road ,Santacruz(W)""","""NA""","NA","NA","West","MUMBAI","Maharastra","MR.P.K SARKAR","Inbound Tour Operator"
"M/S TRIMURTI HOLIDAYS","""1203, Dalamal Towers,Free Press Journal Marg,Nariman Point""","""022-2285 4866""","022-2287 1780","trimurtih@vsnl.com","West","MUMBAI","Maharastra","MR. FRANK GOVEAS","Inbound Tour Operator"
"M/S. AMIGO TRAVEL SERVICES","""No. 6 & 7, C/1, Manek Nagar, Punjabi Lane,Borivali (West)""","""022 - 4022 1222, 022 - 2891 3555""","022 - 2891 5888","amigotravelservices@vsnl.net","West","MUMBAI","Maharastra","MR. MEHUL GOR","Inbound Tour Operator"
"M/S WINGSPAN AVIATION (I) PVT. LTD.","""7, Koldongri Co-operative Society,,Sahar Road, Andheri (E) ( Head Office)""","""022-2831 6666""","022-2821 7290","wapl@wingspanindia.com","West","MUMBAI","Maharastra","MR. TASNEEN UDAIPURWALA","Inbound Tour Operator"
"M/S. L'ORIENT TRAVELS","""3, June Calls Plaza, Santacruz (E),,Vidyanagari Marg, Kalina,""","""022 - 2665 0616, 022 - 2665 1483""","022 - 2665 8689","hector_india@yahoo.com","West","MUMBAI","Maharastra","MR. HECTOR DSOUZA","Inbound Tour Operator"
"M/S THE EXPLORERS","""G-12, Pil Court,,111, M. Karve Road, Churchgate""","""022 - 2200 4774, 022- 5560 2200""","022-2200 0141","info@explorersindia.com","West","MUMBAI","Maharastra","MR. ALOKE BAJPAI","Inbound Tour Operator"
"M/S ONTIME TRAVEL PLANNERS","""D- 203, Crystal Plaza, New Link Road,Andheri (W)""","""022- 6698 9004, 022- 6698 9005""","022-2673 2910","ontimetravel@vsnl.com","West","MUMBAI","Maharastra","MR. DINESH SURTI","Inbound Tour Operator"
"M/S AIZ TRAVELS & TOURS","""Kedy Shopping Complex , Gr. Flr., #56, 234,,Bellasis Road., Nagpada Junction""","""022-2300 1849, 022 -2305 4588""","022-2305 4588","aiztt@vsnl.net","West","MUMBAI","Maharastra","MR. ZUBER PATRAWALA","Inbound Tour Operator"
"M/S. TRAIL BLAZER TOURS INDIA PVT. LTD.","""Nitras Business Service Centre, 101, Raheja,Chambers, 213, Nariman Point, (BO)""","""022 - 2283 2490, 022 - 4025 7257""","022 - 2283 2104","mum@tbi.co.in","West","MUMBAI","Maharastra","MR. HUTOKSHI MARKER","Inbound Tour Operator"
"M/S. DIPESH TOURS","""LGF- 27, Patil's Sainath Plaza, J.N.Road,,Near Railway Station, Mulund (W)""","""022 - 6730 9730, 022 - 6730 9731""","022 -2591 1347","info@dipeshtours.com","West","MUMBAI","Maharastra","MR. DIPESH J SOMAIYA","Inbound Tour Operator"
"M/S PROMINENT TOURS & TRAVELS PVT. LTD","""11/13 Ruturaj, Juhu Road,Near Lido Cinema , Santa Cruz((W)""","""022-2660 4818, 022-2660 1001""","022-5690 3511","inquiry@prominent-travels.com","West","MUMBAI","Maharastra","MR. KIRTI M. KANAKIA","Inbound Tour Operator"
"M/S VENTOURS INTERNATIONAL TRAVEL PVT.LTD","""116,Dalmal Tower,211,Nariman Point(Head Office)""","""022-22040910, 022-22843461""","022-2204016","ventdel@del2.vsnl.net.in","West","MUMBAI","Maharastra","MR.VIVIAN M.PERES","Inbound Tour Operator"
"M/S JTB TRAVELS PVT.LTD","""N.K.M International House Ground Floor ,,178 Backbay Reclamation B.M Chinai Marg""","""022-6620 2800""","022-6620 2823","ibt@jtbtours.com","West","MUMBAI","Maharastra","MR.TORAL H. VITHALANI","Inbound Tour Operator"
"M/S. SERENE HOLIDAYS PVT. LTD.","""421, Midas, Sahar Plaza, J.B, Nagar, Andheri,Kurla Road, Andheri (East)""","""022 - 4210 5210""","022 - 4210 5200","info@sereneholidays.com","West","MUMBAI","Maharastra","MR. SHANITHA FENANDO","Inbound Tour Operator"
"M/S GARHA TOURS & TRAVELS","""104, Atlantic Appt., A - Wing,,Swami Samarth Nagar, Andheri(W)""","""022-2635 0035, 022- 2635 0826""","022-2630 1197","garhatwo@vsnl.net","West","MUMBAI","Maharastra","MRS. RANI SINGH","Inbound Tour Operator"
"M/S BANYAN TOURS & TRAVELS (P) LTD","""No.207, Konark Shram ( Branch Office),156 Madan Mohan Malviya Road, Tradeo""","""022- 2352 4545""","022-2352 2799","NA","West","MUMBAI","Maharastra","MR. OSCAR D' CUNNA","Inbound Tour Operator"
"M/S DESIGNER HOLIDAYS INDIA","""G4/G5, 117/118, Maker Chambers V, 221, Nariman Point, (Head Office)""","""022-2202 5353""","022-2202 5444","designer@vsnl.com","West","MUMBAI","Maharastra","MR.SARVIN WARDEN","Inbound Tour Operator"
"M/S. TOUR MART","""61, Regency Chambers, National Library Road,Bandra (West)""","""022 - 6576 9999, 022 - 6576 4545""","022 - 2642 0077","tourmart@vsnl.net","West","MUMBAI","Maharastra","MR. ZUBIN K. MODY","Inbound Tour Operator"
"M/S COLUMBUS TRAVELS & SERVICES PVT.LTD","""Rajni Kunj, Mahatma Gandhi Road,Kandivli (West)""","""022-28011741, 022-28010511""","022-28629237","columbus@bom5.vsnl.net.in","West","MUMBAI","Maharastra","MR.HIMANSHU AGASHIWALA","Inbound Tour Operator"
"M/S. EXECUTIVE TOURS INDIA PVT. LTD.","""59, Bombay Samachar Marg, Sonawalla Building,1st Floor, Fort, Mumbai""","""022 - 2266 4242, 022 - 2263 1499""","022 - 2264 1460","etours@bom3.vsnl.net.in","West","MUMBAI","Maharastra","MR. VIYAY KUMAR JHUNJHUNWALA","Inbound Tour Operator"
"M/S. VACATIONS EXOTICA (MUMBAI)","""305, 3rd Floor, Harileela, Ram Mandir Road,,Opp. HDFC Bank, Vile Parle (E)""","""022 - 2612 1281, 022 - 2612 1284""","022 - 2612 1287","ravishankar@vacationsexotica.c","West","MUMBAI","Maharastra","MR. RAVISHANKAR","Inbound Tour Operator"
"M/S. ACE TOURS WORLDWIDE PVT. LTD.","""238 - 239, City Centre, S.V. Road, Goregaon (West),(Branch Office)""","""NA""","NA","info@acetoursindia.com","West","MUMBAI","Maharastra","MR. RAJU CHOKSI","Inbound Tour Operator"
"M/S. WINGS TRAVEL & TOURS CO.","""8/308, Sojpal Kaya, Chandavarkar Road,Matunga""","""022 - 2418 4213, 022 - 2410 0047""","022 - 2416 0457","vasuki.sundaram@gmail.com","West","MUMBAI","Maharastra","MR. VASUKI K. SUNDARAM","Inbound Tour Operator"
"M/S. TRAIL BLAZER TOURS INDIA PVT. LTD.","""170, Jeena House, 'B' Wing, Om Nagar, ,Andheri (East)""","""022- 61370370""","022-61370371","mum@tbi.co.in","West","MUMBAI","Maharastra","SHRI JEHANGI R. KATGARA","Inbound Tour Operator"
"M/S FREEDOM HOLIDAYS PVT.LTD","""No 6. 3rd Floor, Patto Centre, Patto Plaza""","""0832-2438 320, 0832- 2438 321""","0832- 2438 323","freedom@freedom-holidays.com","West","PANAJI","Goa","Mr.MARTIN JOSEPH","Inbound Tour Operator"
"M/S BANYAN TOURS & TRAVELS (P) LTD","""3rd Floor, Dempo Towers, Patto, Panjim""","""0832 - 2437 241, 0832 - 2437 243""","0832 - 2437 240","banyan@sancharnet.in","West","PANAJI","Goa","MR. OSCAR D' CUNHA","Inbound Tour Operator"
"M/S. ALPHA HOLIDAYS PVT. LTD.","""407 - 409, Dempo Tower, 16 EDC,Patto Plaza, Panjim""","""0832 - 2437 450, 0832 - 2437 451""","0832 2437 454","holidays@alphagoa.com","West","PANAJI","Goa","MR. ANTHONY PEREIRA","Inbound Tour Operator"
"M/S. MINAR TRAVELS (INDIA) PVT. LTD.","""405 - 406, Shiv Towers, Patto Plaza, Panjim,(Branch Office)""","""0832- 2437 462, 0832 - 2437 463""","0832 - 2437 467","info@minargoa.com","West","PANAJI","Goa","MR. P.S.DUGGAL","Inbound Tour Operator"
"M/S. GIRIKAND TRAVELS PVT. LTD.","""759 / 90 B, Bhandarkar Road, Deccan Gymkhana,Pune (Head Office)""","""020 - 2565 3570, 020 - 2565 3571""","020 - 2565 3577","info@girikand.com","West","PUNE","Maharastra","MS. SHUBHADA JOSHI","Inbound Tour Operator"
"M/S ACE TOURS WORLD WIDE PVT. LTD.","""F-22/23 Jolly Arcade,,Ghod Dod Road""","""0261-2656850, 0261-2414253""","0261-2656851","info@acetoursindia.com","West","SURAT","Gujarat","Mr. Raju Choksi","Inbound Tour Operator"
"M/S GANDHI TRAVEL & TOURS","""Nr. Hathi Pole,,Rajmahal Road, Vadodara""","""0265-2429823, 0265-2432069""","0265-2426585","info@gandhitravels.com","West","VADODARA","Gujarat","MR. S. I. GANDHI","Inbound Tour Operator"
"M/S TRANS LINE TOURS & TRAVELS PVT.LTD","""98/3,Sampatrao Colony Productivity Road,Opp. Neptune Tower, Alkapuri""","""0265-2359958, 0265-2359971""","0265-2334869","transline99@hotmail.com","West","VADODARA","Gujarat","MR.JAYENDRASINHJI K. JHALA","Inbound Tour Operator"
"M/S. LIPSHA TRAVELS","""#209, 2nd Floor, Nirmala Plaza Commercial Complex,1A, Foresh Park""","""0674 - 2595 846, 0674 - 2595 848""","0674 - 2595 081","lipshatravels@gmail.com","East","BHUBANESHWAR","Orisa","MR. LUPTOPAMA MISHRA","Travel Agent"
"M/S. CHARTERED ASSIGNEES TRAVELS (CAT)","""Office No. 1 & 2, Ambica Chambers, Katras Road,Dhanbad""","""0326 - 2307 870, 0326 - 2307 890""","0326 - 2307 890","catdhanbad@sancharnet.in","East","DHANBAD","Jharkhand","MR. SHAMA BEOTRA","Travel Agent"
"M/S. EASTERN TRAVELS PVT LTD.","""Narbheram CHambers,2nd floor, main road,, Bistupur, jamshedpur""","""0657- 2249172, 0657- 2249171""","0657- 2249162","darshana.taunk@easterntravels.","East","jharkhand","Jharkhand","MR. MURARI LAL BARNWAL","Travel Agent"
"M/S JUST HOLIDAYS PVT. LTD.","""36 b Shakespeare sarani, ,2nd floor""","""033 4008 4800""","033 4008 4880","surajitd@justholidays.co.in","East","Kolkata","West Bengal","MR. SHYAM SUNDER AGRAWAL","Travel Agent"
